candidate_pool_size,embedding_model,lane,latency_count,latency_max_ms,latency_mean_ms,latency_p50_ms,latency_p95_ms,latency_path,latency_status,metrics_path,model,mrr@10,ndcg@10,no_qrels_query_count,query_count,recall@40,status
40,BAAI/bge-m3,runtime_top40,300,0.009400013368576765,0.0032826662451649704,0.003100023604929447,0.004600035026669502,C:\uit_HK5\CS431\final_project\experiments\runs\reranker\recursive\20260615T140513Z\models\no_rerank\baai_bge_m3\runtime_top40\top_40\latency.json,pass,C:\uit_HK5\CS431\final_project\experiments\runs\reranker\recursive\20260615T140513Z\models\no_rerank\baai_bge_m3\runtime_top40\top_40\metrics.json,no_rerank,0.6301706349206349,0.44042821593235343,0,300,0.5265239066489067,completed
40,intfloat/multilingual-e5-large,runtime_top40,300,0.02940004924312234,0.003105664897399644,0.002749991836026311,0.004399975296109915,C:\uit_HK5\CS431\final_project\experiments\runs\reranker\recursive\20260615T140513Z\models\no_rerank\intfloat_multilingual_e5_large\runtime_top40\top_40\latency.json,pass,C:\uit_HK5\CS431\final_project\experiments\runs\reranker\recursive\20260615T140513Z\models\no_rerank\intfloat_multilingual_e5_large\runtime_top40\top_40\metrics.json,no_rerank,0.6569880952380952,0.4464064852755051,0,300,0.5384313510563511,completed
40,bkai-foundation-models/vietnamese-bi-encoder,runtime_top40,300,0.009600014891475439,0.0027099992924680314,0.002600019797682762,0.0036050245398655547,C:\uit_HK5\CS431\final_project\experiments\runs\reranker\recursive\20260615T140513Z\models\no_rerank\bkai_foundation_models_vietnamese_bi_encoder\runtime_top40\top_40\latency.json,pass,C:\uit_HK5\CS431\final_project\experiments\runs\reranker\recursive\20260615T140513Z\models\no_rerank\bkai_foundation_models_vietnamese_bi_encoder\runtime_top40\top_40\metrics.json,no_rerank,0.4382208994708995,0.28013839245905015,0,300,0.369621225996226,completed
40,dangvantuan/vietnamese-embedding,runtime_top40,300,0.007499998901039362,0.0026146683376282454,0.0024999608285725117,0.003805028973147274,C:\uit_HK5\CS431\final_project\experiments\runs\reranker\recursive\20260615T140513Z\models\no_rerank\dangvantuan_vietnamese_embedding\runtime_top40\top_40\latency.json,pass,C:\uit_HK5\CS431\final_project\experiments\runs\reranker\recursive\20260615T140513Z\models\no_rerank\dangvantuan_vietnamese_embedding\runtime_top40\top_40\metrics.json,no_rerank,0.28552248677248676,0.1722914029139554,0,300,0.24019670607170607,completed
40,contextboxai/halong_embedding,runtime_top40,300,0.01680001150816679,0.0034346652682870626,0.003100023604929447,0.005005035200156272,C:\uit_HK5\CS431\final_project\experiments\runs\reranker\recursive\20260615T140513Z\models\no_rerank\contextboxai_halong_embedding\runtime_top40\top_40\latency.json,pass,C:\uit_HK5\CS431\final_project\experiments\runs\reranker\recursive\20260615T140513Z\models\no_rerank\contextboxai_halong_embedding\runtime_top40\top_40\metrics.json,no_rerank,0.5955529100529101,0.403114312416789,0,300,0.5168065684315684,completed
40,BAAI/bge-m3,runtime_top40,300,264.70480003627017,120.15620000117148,119.60935001843609,133.28863000206186,C:\uit_HK5\CS431\final_project\experiments\runs\reranker\recursive\20260615T140513Z\models\cross_encoder_ms_marco_minilm_l_6_v2\baai_bge_m3\runtime_top40\top_40\latency.json,pass,C:\uit_HK5\CS431\final_project\experiments\runs\reranker\recursive\20260615T140513Z\models\cross_encoder_ms_marco_minilm_l_6_v2\baai_bge_m3\runtime_top40\top_40\metrics.json,cross-encoder/ms-marco-MiniLM-L-6-v2,0.4680449735449736,0.3197689182072641,0,300,0.5265239066489067,completed
40,intfloat/multilingual-e5-large,runtime_top40,300,146.74459997331724,121.02105099863063,119.87799999769777,139.52317994844634,C:\uit_HK5\CS431\final_project\experiments\runs\reranker\recursive\20260615T140513Z\models\cross_encoder_ms_marco_minilm_l_6_v2\intfloat_multilingual_e5_large\runtime_top40\top_40\latency.json,pass,C:\uit_HK5\CS431\final_project\experiments\runs\reranker\recursive\20260615T140513Z\models\cross_encoder_ms_marco_minilm_l_6_v2\intfloat_multilingual_e5_large\runtime_top40\top_40\metrics.json,cross-encoder/ms-marco-MiniLM-L-6-v2,0.48167989417989415,0.32905702879294685,0,300,0.5384313510563511,completed
40,bkai-foundation-models/vietnamese-bi-encoder,runtime_top40,300,155.1323999883607,120.26178833465868,119.52054998255335,135.3280599694699,C:\uit_HK5\CS431\final_project\experiments\runs\reranker\recursive\20260615T140513Z\models\cross_encoder_ms_marco_minilm_l_6_v2\bkai_foundation_models_vietnamese_bi_encoder\runtime_top40\top_40\latency.json,pass,C:\uit_HK5\CS431\final_project\experiments\runs\reranker\recursive\20260615T140513Z\models\cross_encoder_ms_marco_minilm_l_6_v2\bkai_foundation_models_vietnamese_bi_encoder\runtime_top40\top_40\metrics.json,cross-encoder/ms-marco-MiniLM-L-6-v2,0.4242222222222222,0.2691960761192982,0,300,0.369621225996226,completed
40,dangvantuan/vietnamese-embedding,runtime_top40,300,152.38529996713623,121.16338533388141,120.48615000094287,136.3475600053789,C:\uit_HK5\CS431\final_project\experiments\runs\reranker\recursive\20260615T140513Z\models\cross_encoder_ms_marco_minilm_l_6_v2\dangvantuan_vietnamese_embedding\runtime_top40\top_40\latency.json,pass,C:\uit_HK5\CS431\final_project\experiments\runs\reranker\recursive\20260615T140513Z\models\cross_encoder_ms_marco_minilm_l_6_v2\dangvantuan_vietnamese_embedding\runtime_top40\top_40\metrics.json,cross-encoder/ms-marco-MiniLM-L-6-v2,0.377484126984127,0.22176303821706678,0,300,0.24019670607170607,completed
40,contextboxai/halong_embedding,runtime_top40,300,157.76249999180436,122.50467099889647,121.9623000069987,138.93090498168021,C:\uit_HK5\CS431\final_project\experiments\runs\reranker\recursive\20260615T140513Z\models\cross_encoder_ms_marco_minilm_l_6_v2\contextboxai_halong_embedding\runtime_top40\top_40\latency.json,pass,C:\uit_HK5\CS431\final_project\experiments\runs\reranker\recursive\20260615T140513Z\models\cross_encoder_ms_marco_minilm_l_6_v2\contextboxai_halong_embedding\runtime_top40\top_40\metrics.json,cross-encoder/ms-marco-MiniLM-L-6-v2,0.4776917989417989,0.3149872752279791,0,300,0.5168065684315684,completed
